AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY ABBREviation,Total valid votes polled,POSITION
95,PATAN ,GEN,PT.GOVIND TIWARI,M,GEN,61,IND,202,13
95,PATAN ,GEN,RAJKUMAR SHUKLA,M,GEN,66,BSP,1814,5
95,PATAN ,GEN,RAKESH,M,GEN,44,IND,358,9
95,PATAN ,GEN,RAVI SINGH THAKUR(ADVOCAT),M,ST,37,GGP,400,8
95,PATAN ,GEN,SHISHIR NANHORIYA,M,GEN,28,IND,668,7
95,PATAN ,GEN,"VIRENDRA TIWARI   ""VEERU MAHRAJ""",M,GEN,27,SP,167,16
96,BARGI,GEN,ADVOCATE SIDDHARTH GUPTA,M,GEN,37,ABGP,2795,5
96,BARGI,GEN,BHAI VISHNU BISHAN SINGH RAJPUT,M,GEN,56,SHS,1703,7
96,BARGI,GEN,DABBAL SINGH  PARASTE,M,GEN,53,IND,837,10
96,BARGI,GEN,MUNNU LAL YADV,M,GEN,32,BSP,2157,6
96,BARGI,GEN,NARENDRA PATEL,M,GEN,52,GGP,1225,9
96,BARGI,GEN,None of the Above,NULL,NULL,NULL,NOTA,3833,3
96,BARGI,GEN,PRATIBHA SINGH,F,GEN,58,BJP,69076,1
96,BARGI,GEN,SATYANARAYAN SHARMA,M,GEN,28,NCP,587,11
96,BARGI,GEN,SURAJ JAISWAL,M,GEN,48,JD(U),1414,8
96,BARGI,GEN,THAKUR SOBRAN SINGH (BABUJI),M,GEN,59,INC,61677,2
96,BARGI,GEN,"YESHWANT SINGH LODHI ""RINKU BHAIYYA""",M,GEN,30,SP,3296,4
97,JABALPUR EAST,SC,ADVOCATE LAKHAN GHANGHORIA,M,SC,54,INC,66012,2
97,JABALPUR EAST,SC,ANCHAL BABU,M,SC,25,IND,281,7
97,JABALPUR EAST,SC,ANCHAL SONKAR,M,SC,54,BJP,67167,1
97,JABALPUR EAST,SC,ARVIND PAIGWAR,M,SC,52,JD(U),245,8
97,JABALPUR EAST,SC,CHANNU LAL AHIRWAR,M,SC,40,IND,153,9
97,JABALPUR EAST,SC,"ENGINEER PRAVEEN GAJBHIYE""DADA""",M,SC,55,IND,411,6
97,JABALPUR EAST,SC,None of the Above,NULL,NULL,NULL,NOTA,2761,4
97,JABALPUR EAST,SC,SMT SHIVRANI BIRHA,F,SC,40,BSP,4263,3
97,JABALPUR EAST,SC,VISHNU MALIK,M,SC,61,IND,753,5
98,JABALPUR NORTH,GEN,KUSHWAHA MEERCHAND PATEL,M,GEN,67,RSMD,161,15
98,JABALPUR NORTH,GEN,BAHAR BHAI (BAHAR AHMAD ANSARI),M,GEN,38,IND,177,14
98,JABALPUR NORTH,GEN,CHOKHELAL KOSHTA,M,GEN,77,IND,372,11
98,JABALPUR NORTH,GEN,DR. DHAI AKSHAR (RAKESH SONKAR),M,GEN,44,IND,663,8
98,JABALPUR NORTH,GEN,HEERA BAI,F,GEN,58,SP,2229,5
98,JABALPUR NORTH,GEN,JAVAD KHAN,M,GEN,36,IUML,412,10
98,JABALPUR NORTH,GEN,KHURSHEED AHMAD,M,GEN,60,IND,2551,4
98,JABALPUR NORTH,GEN,"MATHURA JAIN  ""UTSAHI""",M,GEN,64,SHS,202,13
98,JABALPUR NORTH,GEN,NARESH SARAF,M,GEN,57,INC,41093,2
98,JABALPUR NORTH,GEN,None of the Above,NULL,NULL,NULL,NOTA,3054,3
98,JABALPUR NORTH,GEN,P. ASHISH CHOUBEY,M,GEN,38,IND,462,9
98,JABALPUR NORTH,GEN,"PAVAN KESHRWANI ""HANSU""",M,GEN,47,IND,156,16
98,JABALPUR NORTH,GEN,"PRADEEP VISHWAKARMA  ""VIJAY TENT CHERITAL""",M,GEN,35,BSP,2101,6
98,JABALPUR NORTH,GEN,RAHIM SHAH ADVOCATE,M,GEN,68,CPI,868,7
98,JABALPUR NORTH,GEN,SANTOSH SONI,M,GEN,28,AD,115,17
98,JABALPUR NORTH,GEN,SHARAD JAIN ADVOCATE,M,GEN,61,BJP,74656,1
98,JABALPUR NORTH,GEN,SMT. RAJKUMARI GUPTA  (KIRTI DIDI),F,GEN,57,BSCP,213,12
99,JABALPUR CANTT,GEN,A. P. KHOSLA,M,GEN,65,IND,146,9
99,JABALPUR CANTT,GEN,ANIL KUMAR RAIDAS,M,SC,37,BSP,2870,3
99,JABALPUR CANTT,GEN,ASHOK ISHWARDAS ROHANI,M,GEN,48,BJP,83676,1
99,JABALPUR CANTT,GEN,DR  MUKESH MEHROTRA,M,GEN,62,IND,501,6
99,JABALPUR CANTT,GEN,None of the Above,NULL,NULL,NULL,NOTA,2545,4
99,JABALPUR CANTT,GEN,PUJA GUPTA,F,GEN,33,IND,417,8
99,JABALPUR CANTT,GEN,SARVESHWAR 'CHAMAN' SHRIVASTAVA,M,GEN,56,INC,29935,2
99,JABALPUR CANTT,GEN,SHASHI STELA LEWIS,F,GEN,42,IND,967,5
99,JABALPUR CANTT,GEN,SUNDER LAL JHARIYA,M,SC,40,SP,426,7
100,JABALPUR WEST,GEN,BHAI THADESHWAR MAHAWAR,M,GEN,43,SHS,6048,3
100,JABALPUR WEST,GEN,"HARENDERJEET SINGH ""BABBU""",M,GEN,53,BJP,61745,2
100,JABALPUR WEST,GEN,INDERJEET SINGH (BEDI),M,GEN,52,IND,237,11
100,JABALPUR WEST,GEN,None of the Above,NULL,NULL,NULL,NOTA,3693,4
100,JABALPUR WEST,GEN,PRAVEEN UPADHYAY,M,GEN,31,IND,405,8
100,JABALPUR WEST,GEN,PUSHPA BEN,F,SC,37,SP,473,7
100,JABALPUR WEST,GEN,RAJESH PATEL,M,GEN,25,BSP,1646,5
100,JABALPUR WEST,GEN,RAM MANOHAR KAROSIYA,M,SC,48,GGP,130,12
100,JABALPUR WEST,GEN,SNEHLATA BURMAN,F,GEN,45,BSCP,304,10
100,JABALPUR WEST,GEN,TARUN BHANOT,M,GEN,42,INC,62668,1
100,JABALPUR WEST,GEN,UDAY KUMAR SAHU,M,GEN,42,PBI,357,9
100,JABALPUR WEST,GEN,VISHNU KUMAR JAROLIYA,M,GEN,52,IND,652,6
101,PANAGAR,GEN,ANIL BANSKAR,M,SC,39,SP,1864,5
101,PANAGAR,GEN,BABLOO @ JIVAN LAL PATEL,M,GEN,37,IND,1208,7
101,PANAGAR,GEN,KUSHWAHA DINESH PATEL,M,GEN,51,RSMD,422,10
101,PANAGAR,GEN,"MATHURA PRASAD PATEL ""BEER""",M,GEN,61,BSP,5169,3
101,PANAGAR,GEN,MURARILAL TIWARI,M,GEN,65,SHS,412,11
101,PANAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,2861,4
101,PANAGAR,GEN,RAM RATAN YADAV,M,GEN,44,JD(U),1435,6
101,PANAGAR,GEN,RUPENDRA PATEL,M,GEN,57,INC,54404,2
101,PANAGAR,GEN,SHRI RAJARAM JHARIYA,M,GEN,37,BSCP,653,9
101,PANAGAR,GEN,SUSHEEL KUMAR TIWARI (INDU BHAIYA),M,GEN,54,BJP,82358,1
101,PANAGAR,GEN,YUVRAJ VISHWAKARMA,M,GEN,46,ABGP,821,8
102,SIHORA,ST,BABITA GONTIA,F,ST,39,BSP,11008,3
102,SIHORA,ST,DHANA BAI TEKAM,F,ST,55,IND,2203,6
102,SIHORA,ST,JAMUNA  MARAVI,F,ST,50,INC,48927,2
102,SIHORA,ST,KOMAL SINGH MARAVI,M,ST,55,GGP,5750,4
102,SIHORA,ST,NANDHANI MARAVI,F,ST,43,BJP,63931,1
102,SIHORA,ST,None of the Above,NULL,NULL,NULL,NOTA,4697,5
103,SHAHPURA ,ST,AMAN SINGH PORTE,M,ST,53,GGP,18405,4
103,SHAHPURA ,ST,BASANT KUMAR SAIYAM,M,ST,43,IND,2338,9
103,SHAHPURA ,ST,DHARAM SINGH MASRAM,M,ST,65,SP,2445,8
103,SHAHPURA ,ST,DR. CHAIN SINGH BHAVEDI,M,ST,47,ABGP,21274,3
103,SHAHPURA ,ST,GANGA BAI,F,ST,75,INC,44115,2
103,SHAHPURA ,ST,None of the Above,NULL,NULL,NULL,NOTA,7214,5
103,SHAHPURA ,ST,OMPRAKASH DHURWEY,M,ST,48,BJP,76796,1
103,SHAHPURA ,ST,PYARE LAL MANDE,M,ST,65,BSCP,2775,7
103,SHAHPURA ,ST,SURENDRA SINGH,M,ST,49,IND,4015,6
104,DINDORI ,ST,DHANNU SINGH PATTA,M,ST,53,SP,1095,9
104,DINDORI ,ST,HARENDRA SINGH MARKO,M,ST,36,GGP,12128,3
104,DINDORI ,ST,JAY SINGH MARAVI,M,ST,40,BJP,70478,2
104,DINDORI ,ST,None of the Above,NULL,NULL,NULL,NOTA,4935,4
104,DINDORI ,ST,OMKAR SINGH MARKAM,M,ST,36,INC,76866,1
104,DINDORI ,ST,RAJBALI SINGH MARKAM,M,ST,65,IND,1101,8
104,DINDORI ,ST,RAMRATAN,M,ST,28,NPEP,764,11
104,DINDORI ,ST,RANJEETA DHURVE,F,ST,48,BSCP,1502,7
104,DINDORI ,ST,SUNARAM NAWASIYA,M,ST,38,IND,3137,5
104,DINDORI ,ST,TARA ARMO,F,ST,32,IND,867,10
104,DINDORI ,ST,VIJAY SINGH DHURVE,M,ST,36,BSP,2444,6
105,BICHHIYA ,ST,ANJOO SANT,F,ST,31,ABGP,4646,5
105,BICHHIYA ,ST,BALDEV SINGH MARAVI,M,ST,29,NPEP,1422,9
105,BICHHIYA ,ST,GAYA PRASAD SAIYAM,M,ST,57,BSP,3913,6
105,BICHHIYA ,ST,HARILAL DHURVEY,M,ST,52,SP,2057,8
105,BICHHIYA ,ST,KAMAL SINGH MARAVI,M,ST,49,GGP,34837,3
105,BICHHIYA ,ST,NAINWATI  ALIAS NAINA,F,ST,43,IND,2298,7
105,BICHHIYA ,ST,NARAYAN SINGH PATTA,M,ST,39,INC,47520,2
105,BICHHIYA ,ST,None of the Above,NULL,NULL,NULL,NOTA,4846,4
105,BICHHIYA ,ST,PANDIT SINGH DHURWEY,M,ST,42,BJP,65836,1
106,NIWAS ,ST,AMARWATI  GOVTHARIYA,F,ST,36,SP,2779,7
106,NIWAS ,ST,ANIL  BASORI  MARAVI,M,ST,28,IND,737,17
106,NIWAS ,ST,ASHOK  MARAVI,M,ST,30,IND,838,15
106,NIWAS ,ST,BHARAT SINGH WARKADE,M,ST,61,BSP,2432,8
106,NIWAS ,ST,DALPAT  SINGH  UIKE,M,ST,69,IND,801,16
106,NIWAS ,ST,DEVESH  MARAVI,M,ST,27,IND,982,12
106,NIWAS ,ST,DINESH  TUMRACHI,M,ST,38,IND,947,13
106,NIWAS ,ST,GULZAR  SINGH  MARKAM,M,ST,53,GGP,20679,3
106,NIWAS ,ST,JHANAK  LAL  UIKE,M,ST,55,NPEP,910,14
106,NIWAS ,ST,KRANTI  SINGH  MARKO,M,ST,27,MNNS,1441,11
106,NIWAS ,ST,MANNU  RAM,M,ST,33,IND,1614,10
106,NIWAS ,ST,MIHILAL  PARSTE,M,ST,43,IND,3044,6
106,NIWAS ,ST,None of the Above,NULL,NULL,NULL,NOTA,3345,5
106,NIWAS ,ST,PATIRAM PANDRO,M,ST,48,INC,55006,2
106,NIWAS ,ST,RADHA  BAI,F,ST,27,IND,1925,9
106,NIWAS ,ST,RAMPYARE  KULASTE,M,ST,38,BJP,65916,1
106,NIWAS ,ST,SHAILURAM,M,ST,50,IND,6131,4
107,MANDLA ,ST,LAKSHMAN  (LACHHI SINGH UIKEY),M,ST,40,BSP,4202,3
107,MANDLA ,ST,None of the Above,NULL,NULL,NULL,NOTA,3401,5
107,MANDLA ,ST,RAJARAM PHOOLJHARIYA,M,ST,38,GGP,3644,4
107,MANDLA ,ST,RAJENDRA MARAVI,M,ST,36,GMS,1549,7
107,MANDLA ,ST,RAMPRASAD SIRSAM,M,ST,66,HJP,917,9
107,MANDLA ,ST,SAMPATIYA UIKEY,F,ST,45,BJP,76239,2
107,MANDLA ,ST,SANJEEV  CHHOTE  LAL  UIKEY,M,ST,39,INC,80066,1
107,MANDLA ,ST,SHIVKALI DHURVY,F,ST,35,SP,1311,8
107,MANDLA ,ST,SUNHER SINGH KUSHRAM,M,ST,46,IND,1590,6
108,BAIHAR ,ST,BAIRAG SINGH TEKAM,M,ST,64,IND,1210,10
108,BAIHAR ,ST,BHAGAT SINGH NETAM,M,ST,48,BJP,50067,2
108,BAIHAR ,ST,HARE SINGH PUSHAM,M,ST,41,IND,1662,8
108,BAIHAR ,ST,KA. ASHOK KUMAR MASIH,M,ST,58,CPI,4641,5
108,BAIHAR ,ST,MISS. ASHA WARKADE,F,ST,34,BSP,2733,6
108,BAIHAR ,ST,None of the Above,NULL,NULL,NULL,NOTA,4873,3
108,BAIHAR ,ST,RAM SINGH TEKAM,M,ST,43,IND,1627,9
108,BAIHAR ,ST,SANJAY UIEKE,M,ST,42,INC,82419,1
108,BAIHAR ,ST,SHANKAR SHAH WALKE CHARAN SINGH WALKE,M,ST,38,GGP,4842,4
108,BAIHAR ,ST,VINOD KUSHRE (SACH BOL),M,ST,43,IND,2049,7
109,LANJI ,GEN,DAULAT KUMAR BAGADE,M,ST,35,IND,458,15
109,LANJI ,GEN,HINA LIKHIRAM KAWARE,F,GEN,27,INC,79068,1
109,LANJI ,GEN,JABALPUR HIGH COURT ADVOCATE AND WRITER SUKHARAM  ASATKAR,M,GEN,53,IND,3630,5
109,LANJI ,GEN,JYOTI  ISHWAR UMARE,F,GEN,30,BSP,6319,4
109,LANJI ,GEN,KUMARI DALI KAWARE,F,GEN,28,IND,481,14
109,LANJI ,GEN,NARENDRA PURANLAL JAMARE,M,GEN,28,IND,539,13
109,LANJI ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2368,8
109,LANJI ,GEN,PANDIT MITHLESH MISHRA,M,GEN,35,IND,572,12
109,LANJI ,GEN,PANDIT RAMKISHOR SHARMA,M,GEN,43,IND,2644,6
109,LANJI ,GEN,RAMESH DILEEP BHATERE,M,GEN,31,BJP,47318,2
109,LANJI ,GEN,RAMESH KAMDE,M,SC,62,IND,1497,9
109,LANJI ,GEN,RANJISH JAGDISH BADAGHAIYA,M,GEN,37,SHS,2389,7
109,LANJI ,GEN,SMT.  MEENA UIEKE,F,ST,31,IND,668,11
109,LANJI ,GEN,VIJAY BENIRAM WARE,M,GEN,42,SP,993,10
109,LANJI ,GEN,YOGESH NANAJI SAMARITE,M,GEN,41,IND,17501,3
110,PARASWADA,GEN,BARELAL UIKEY,M,ST,51,GGP,1572,7
110,PARASWADA,GEN,DARBU SINGH,M,ST,42,GMS,5654,5
110,PARASWADA,GEN,DURGES BISEN,M,GEN,31,BSP,8468,4
110,PARASWADA,GEN,KANKAR MUNJARE,M,GEN,63,SP,35897,3
110,PARASWADA,GEN,LOKCHAND HARINKHEDE,M,GEN,61,IND,1216,9
110,PARASWADA,GEN,MADHU BHAGAT,M,GEN,48,INC,49216,1
110,PARASWADA,GEN,None of the Above,NULL,NULL,NULL,NOTA,2543,6
110,PARASWADA,GEN,PT. NIRANJAN SHARMA,M,GEN,38,IND,1046,10
110,PARASWADA,GEN,RAM KISHOR (NANO) KAWARE,M,GEN,37,BJP,46367,2
110,PARASWADA,GEN,ROOPLAL KUTRAHE (SAMAJ SEVAK),M,GEN,31,IND,1218,8
111,BALAGHAT ,GEN,ANUBHA MUNJARE,F,GEN,47,SP,69493,2
111,BALAGHAT ,GEN,ARVIND CHOUDHARI,M,GEN,42,IND,256,13
111,BALAGHAT ,GEN,ASHOK URF PAPPU CHAWLA,M,GEN,52,RSMD,495,10
111,BALAGHAT ,GEN,CHETAN NAGESHWAR,M,GEN,50,BSP,5660,4
111,BALAGHAT ,GEN,DHANESVAR SHUKLA,M,GEN,50,GGP,127,16
111,BALAGHAT ,GEN,FIROZ BHAI,M,GEN,33,IND,190,14
111,BALAGHAT ,GEN,GOURISHANKAR CHATURBHUJ BISEN,M,GEN,61,BJP,71993,1
111,BALAGHAT ,GEN,KALICHARAN VAIDYA,M,SC,47,IND,118,17
111,BALAGHAT ,GEN,MAHESH SINGH THAKUR,M,GEN,57,IND,327,11
111,BALAGHAT ,GEN,MOHAMMAD AABID QURAISHI,M,GEN,32,IND,318,12
111,BALAGHAT ,GEN,None of the Above,NULL,NULL,NULL,NOTA,1189,5
111,BALAGHAT ,GEN,PANDIT RAJES JHUMARU,M,GEN,53,IND,522,9
111,BALAGHAT ,GEN,RAMCHARAN LILHARE (PATEL),M,GEN,64,IND,660,8
111,BALAGHAT ,GEN,SANDEEP SONI PITA SANTRAM,M,GEN,35,IND,902,7
111,BALAGHAT ,GEN,SHEELRATNA BANSOD,M,SC,29,IND,920,6
111,BALAGHAT ,GEN,UMENDRA SIRSAM,M,ST,38,IND,165,15
111,BALAGHAT ,GEN,UMMED LILHARE,M,GEN,40,INC,5786,3
112,WARASEONI,GEN,AJAB LAL,M,GEN,39,BSP,18992,3
112,WARASEONI,GEN,AJAB LILHARE,M,GEN,32,IND,428,10
112,WARASEONI,GEN,AJAY URF RAMKUMAR NAGPURE,M,GEN,39,SP,1694,5
112,WARASEONI,GEN,BHIMSEN  ISWARDAYAL THAKRE,M,GEN,39,IND,510,9
112,WARASEONI,GEN,BHUPENDRA J. PATLE,M,GEN,29,CPM,1348,6
112,WARASEONI,GEN,DR. YOGENDRA NIRMAL,M,GEN,60,BJP,66806,1
112,WARASEONI,GEN,HANSHLAL MANGAL BISEN,M,GEN,39,IND,802,7
112,WARASEONI,GEN,None of the Above,NULL,NULL,NULL,NOTA,2103,4
112,WARASEONI,GEN,PRADEEP AMRITLAL JAISWAL (GUDDA),M,GEN,48,INC,48868,2
112,WARASEONI,GEN,SANJAY KUMAR BHALAWE,M,ST,35,GMS,355,11
112,WARASEONI,GEN,SEKH CHAND SON OF LAL MOHAMMAD,M,GEN,63,IND,587,8
113,KATANGI,GEN,AAM AADMI DEEPAK CHOUDHARY,M,GEN,39,IND,394,11
113,KATANGI,GEN,ASHOK SINGH PARIHAR,M,GEN,42,SHS,818,7
113,KATANGI,GEN,DHANENDRA DOLCHAND CHOUDHARY,M,GEN,45,IND,697,8
113,KATANGI,GEN,JITENDRA MESHRAM SON OF LAXMAN MESHRAM,M,SC,39,IND,623,9
113,KATANGI,GEN,K.  D. DESHMUKH,M,GEN,64,BJP,57230,1
113,KATANGI,GEN,MAHESH SAHARE,M,GEN,32,SP,6781,4
113,KATANGI,GEN,None of the Above,NULL,NULL,NULL,NOTA,2234,5
113,KATANGI,GEN,RAMVILASH URF RAM BHAIYYA MASKARE,M,GEN,26,GGP,410,10
113,KATANGI,GEN,SHARAD KUMAR SON OF LALAPRASAD PANDE,M,GEN,65,IND,906,6
113,KATANGI,GEN,UDAYSINGH PANCHESHWAR GURUJI,M,GEN,64,BSP,37280,2
113,KATANGI,GEN,VISHVESHWAR BHAGAT,M,GEN,62,INC,33288,3
114,BARGHAT,ST,ARJUN SINGH (ARJUN BHAIYYA),M,ST,58,INC,76853,2
114,BARGHAT,ST,DINESH WARKADE,M,ST,30,IND,1705,6
114,BARGHAT,ST,HANSRAM TEKAM,M,ST,56,IND,2273,5
114,BARGHAT,ST,KAMAL MARSKOLE,M,ST,37,BJP,77122,1
114,BARGHAT,ST,KISHORI LAL BHALAVI,M,ST,56,JD(U),953,8
114,BARGHAT,ST,LATA  SHER SINGH UIKEY,F,ST,30,BSP,2523,4
114,BARGHAT,ST,None of the Above,NULL,NULL,NULL,NOTA,3895,3
114,BARGHAT,ST,RAMNARESH MARSKOLE,M,ST,40,SP,450,9
114,BARGHAT,ST,SEETA  RAJENDRA MARSKOLE,F,ST,32,NCP,1692,7
115,SEONI,GEN,AKBAR,M,GEN,43,IND,724,14
115,SEONI,GEN,ASHA  YASHPAL BHALAVI,F,ST,41,NPEP,876,13
115,SEONI,GEN,AZHAR ALEEM  KHAN (JAMMU VAKEEL),M,GEN,62,IND,612,16
115,SEONI,GEN,DILIP SISODIYA,M,GEN,40,BSP,1476,10
115,SEONI,GEN,DINESH RAI ( MUNMUN),M,GEN,46,IND,65402,1
115,SEONI,GEN,GHASIRAM  SANODIA,M,GEN,64,IND,1830,9
115,SEONI,GEN,MAHMOOD  KHAN,M,GEN,53,RPI,640,15
115,SEONI,GEN,MAJOR  NIHAL  SINGH  THAKUR,M,GEN,58,IND,2010,7
115,SEONI,GEN,MAKBOOL SHAH,M,GEN,58,IND,1874,8
115,SEONI,GEN,MOH. ASHFAK  AHMAD,M,GEN,31,MNDP,2029,6
115,SEONI,GEN,MUKESH KUMAR SANODIYA,M,GEN,33,IND,1461,11
115,SEONI,GEN,NARESH  DIWAKAR (D.N.),M,GEN,55,BJP,44486,2
115,SEONI,GEN,None of the Above,NULL,NULL,NULL,NOTA,1169,12
115,SEONI,GEN,RAJESH  UPADHYAY,M,GEN,57,IND,2316,5
115,SEONI,GEN,RAJKUMAR (PAPPU)  KHURANA,M,GEN,50,INC,42128,3
115,SEONI,GEN,RAMESHWAR TUMRAM (RAMU),M,ST,28,GGP,7909,4
115,SEONI,GEN,TIRATH  SINGH  CHANDEL,M,GEN,45,SP,589,17
116,KEOLARI,GEN,AANAND BAGHEL URF GUDDU BHAI,M,GEN,34,CPI,3247,5
116,KEOLARI,GEN,AHMAD SHAEED QURESHI ADVOCATE,M,GEN,60,IND,782,12
116,KEOLARI,GEN,DHARMRAJ THAKUR,M,GEN,46,SP,1821,7
116,KEOLARI,GEN,DR. DHAL SINGH BISEN,M,GEN,62,BJP,67866,2
116,KEOLARI,GEN,HEMANT KUMAR,M,ST,31,NPEP,637,14
116,KEOLARI,GEN,HIMAYAT MO. GOHNA WALE MAMU,M,GEN,58,IND,698,13
116,KEOLARI,GEN,KESHAV SAHU (PRAVEEN),M,GEN,45,IND,1597,9
116,KEOLARI,GEN,KUSUM THAKUR,F,GEN,50,NCP,530,15
116,KEOLARI,GEN,MOHAMAD HASIB (MANJHLE BHAIYA),M,GEN,34,MNDP,1029,11
116,KEOLARI,GEN,None of the Above,NULL,NULL,NULL,NOTA,1653,8
116,KEOLARI,GEN,RAJNEESH HARBANSH SINGH,M,GEN,42,INC,72669,1
116,KEOLARI,GEN,RAMGULAM UIKEY,M,ST,42,GGP,16526,3
116,KEOLARI,GEN,SATISH NAG,M,SC,39,IND,1140,10
116,KEOLARI,GEN,SHAKTI SINGH,M,GEN,41,IND,7230,4
116,KEOLARI,GEN,SMT. CHANDRAKALA MARAR,F,GEN,35,BSP,2189,6
117,LAKHANADON ,ST,ANAND INWATI,M,ST,42,GGP,23040,3
117,LAKHANADON ,ST,DEVI PRASAD KUSHRAM,M,ST,40,ABGP,1361,10
117,LAKHANADON ,ST,GUMAN SINGH UIKEY,M,ST,53,BSP,3098,6
117,LAKHANADON ,ST,KANTHI LAL DHURVEY,M,ST,64,NPEP,995,11
117,LAKHANADON ,ST,NEPAL SINGH,M,ST,40,IND,1549,9
117,LAKHANADON ,ST,None of the Above,NULL,NULL,NULL,NOTA,5139,5
117,LAKHANADON ,ST,RAM GANESH SARYAM,M,ST,41,IND,2710,7
117,LAKHANADON ,ST,SHUKHLAL,M,ST,30,SP,1630,8
117,LAKHANADON ,ST,SMT. RAJESWARI UIKEY,F,ST,45,NCP,5338,4
117,LAKHANADON ,ST,SMT. SHASHI THAKUR (MARAVI),F,ST,51,BJP,65147,2
117,LAKHANADON ,ST,YOGENDRA SINGH  (BABA),M,ST,41,INC,77928,1
118,GOTEGAON,SC,(PATRAKAR) VIMAL BANGATRI,M,SC,39,IND,1743,6
118,GOTEGAON,SC,DR. KAILASH JATAV,M,SC,44,BJP,74759,1
118,GOTEGAON,SC,MANKUWAR CHADAR (GUDAI),M,SC,38,GGP,1774,5
118,GOTEGAON,SC,MANSINGH JHARIYA (KUSIWADA),M,SC,43,BSP,4590,3
118,GOTEGAON,SC,MANSINGH JHARIYA URF BADDU,M,SC,41,SP,572,9
118,GOTEGAON,SC,NARMADA PRASAD PRAJAPATI (N.P.),M,SC,55,INC,54588,2
118,GOTEGAON,SC,None of the Above,NULL,NULL,NULL,NOTA,4317,4
118,GOTEGAON,SC,PRAMOD KUMAR,M,SC,42,IND,900,8
118,GOTEGAON,SC,SOMNADH MEHRA URF TULARAM,M,SC,25,ABGP,1058,7
119,NARSINGPUR,GEN,ANIL KUMAR PATEL (MUNNA BHAIYA),M,GEN,51,SP,1003,7
119,NARSINGPUR,GEN,ENG. YOGESH SINGH KUSHWAHA,M,GEN,25,RSMD,576,8
119,NARSINGPUR,GEN,JALAM SINGH PATEL (MUNNA BHAIYA),M,GEN,49,BJP,89921,1
119,NARSINGPUR,GEN,LAXMI PRASAD VISHWAKARMA,M,GEN,51,IND,1013,6
119,NARSINGPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,3671,4
119,NARSINGPUR,GEN,SHARAD TIWARI,M,GEN,44,BSP,2295,5
119,NARSINGPUR,GEN,SUNIL JAISAWAL,M,GEN,51,INC,41440,2
119,NARSINGPUR,GEN,URDU THAKUR,M,ST,46,ABGP,415,9
119,NARSINGPUR,GEN,VISHWAS PARIHAR,M,GEN,45,IND,16723,3
120,TENDUKHEDA ,GEN,AD. B. M. KOUSHIK,M,SC,39,BSP,1876,5
120,TENDUKHEDA ,GEN,AVADHESH PRATAP SINGH,M,GEN,25,NCP,1195,6
120,TENDUKHEDA ,GEN,"BITTU SINGH KOURAV ""BITTU BHAIYA""",M,GEN,48,IND,937,7
120,TENDUKHEDA ,GEN,BRAJESH CHANDELE,M,SC,34,SP,2294,3
120,TENDUKHEDA ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2234,4
120,TENDUKHEDA ,GEN,SANJAY SHARMA,M,GEN,43,BJP,81938,1
120,TENDUKHEDA ,GEN,SURENDRA DHIMOLE,M,GEN,54,INC,37336,2
121,GADARWARA,GEN,AARY RAVI PARIHAR,M,GEN,37,IND,1620,7
121,GADARWARA,GEN,B.S.PARIHAR,M,SC,59,BSP,2108,6
121,GADARWARA,GEN,GOVIND SINGH PATEL,M,GEN,65,BJP,61202,1
121,GADARWARA,GEN,None of the Above,NULL,NULL,NULL,NOTA,5460,4
121,GADARWARA,GEN,OM SHANKER SINGH RAJPUT URF KATTAR BHAIYA,M,GEN,36,BSCP,1382,8
121,GADARWARA,GEN,POONAM SINGH BHARVE,M,ST,45,GGP,4029,5
121,GADARWARA,GEN,SADHANA STHAPAK,F,GEN,55,INC,27789,3
121,GADARWARA,GEN,SUNEETA PATEL,F,GEN,49,IND,35889,2
122,JUNNARDEO,ST,ASHOK KUMAR PARTE,M,ST,32,IND,921,9
122,JUNNARDEO,ST,ATARLAL UIKEY,M,ST,48,IND,728,10
122,JUNNARDEO,ST,MAHENDRA SHAH UIKEY,M,ST,25,SP,491,11
122,JUNNARDEO,ST,NATHAN SHAH KEVRETI,M,ST,51,BJP,74319,1
122,JUNNARDEO,ST,None of the Above,NULL,NULL,NULL,NOTA,9412,3
122,JUNNARDEO,ST,PRAKASH KUMRE,M,ST,33,GGP,3647,6
122,JUNNARDEO,ST,RAMDAS UIKEY,M,ST,50,IND,1672,8
122,JUNNARDEO,ST,SEVAKRAM INVATI,M,ST,36,ABGP,3731,5
122,JUNNARDEO,ST,SUNDER LAL UIKEY,M,ST,35,BSP,2251,7
122,JUNNARDEO,ST,SUNIL KUMAR UIKEY,M,ST,31,IND,4198,4
122,JUNNARDEO,ST,SUNIL UIKEY,M,ST,37,INC,54198,2
123,AMARWARA,ST,DEVENDRA  KUMAR  NARRE,M,ST,29,IND,5092,5
123,AMARWARA,ST,JUDHIYA PRASAD BHALAVI,M,ST,61,BSP,3650,6
123,AMARWARA,ST,KAMLESH   SHAH,M,ST,37,INC,55684,1
123,AMARWARA,ST,MADAN  UIKEY,M,ST,26,IND,1994,9
